%time,field.x,field.y,field.z
41535000000,3.9683160314,3.83746985883,0.0
41835000000,4.01304815298,3.88220198041,0.0
42035000000,4.04707846645,3.91623229388,0.0
42335000000,4.07937385966,3.94852768709,0.0
42535000000,4.25291108042,4.12206490785,0.0
42835000000,4.30295441662,4.17210824405,0.0
43035000000,4.26030060201,4.12945442944,0.0
43335000000,4.20489030043,4.07404412786,0.0
43535000000,4.18300831903,4.05216214646,0.0
43835000000,4.13513759953,4.00429142696,0.0
44035000000,4.09997479801,3.96912862544,0.0
44335000000,4.03102765737,3.9001814848,0.0
44535000000,3.9701583959,3.83931222333,0.0
44836000000,4.03657866669,3.90573249412,0.0
45035000000,4.0650664016,3.93422022903,0.0
45335000000,4.09939291038,3.96854673781,0.0
45536000000,4.23438571046,4.10353953789,0.0
45835000000,4.31359372085,4.18274754827,0.0
46035000000,4.25622542866,4.12537925609,0.0
46335000000,4.23446027885,4.10361410628,0.0
46535000000,4.24842334375,4.11757717118,0.0
46835000000,4.1691443892,4.03829821663,0.0
47035000000,4.10182469868,3.97097852611,0.0
47335000000,4.04721605821,3.91636988564,0.0
47535000000,4.03046841542,3.89962224285,0.0
47835000000,4.05177530689,3.92092913432,0.0
48035000000,4.13431320873,4.00346703616,0.0
48335000000,4.2343963004,4.10355012783,0.0
48535000000,4.27409681236,4.14325063978,0.0
48835000000,4.27802250738,4.14717633481,0.0
49035000000,4.29803004816,4.16718387559,0.0
49335000000,4.24905677528,4.11821060271,0.0
49535000000,4.17694025007,4.0460940775,0.0
49835000000,4.11687834663,3.98603217406,0.0
50035000000,4.10062989826,3.96978372568,0.0
50335000000,4.07461578048,3.94376960791,0.0
50535000000,3.95194860416,3.82110243159,0.0
50835000000,3.91227932783,3.78143315526,0.0
51035000000,3.88568678838,3.75484061581,0.0
51335000000,3.94608949603,3.81524332346,0.0
51535000000,4.03424167705,3.90339550448,0.0
51835000000,4.11525317962,3.98440700705,0.0
52035000000,4.14256015023,4.01171397766,0.0
52335000000,4.20854021094,4.07769403837,0.0
52536000000,4.22456137753,4.09371520496,0.0
52835000000,4.11386897162,3.98302279905,0.0
53035000000,4.08200352097,3.9511573484,0.0
53335000000,4.02584608039,3.89499990782,0.0
53535000000,3.92323625318,3.79239008061,0.0
53835000000,3.93605998727,3.8052138147,0.0
54035000000,3.91215764698,3.78131147441,0.0
54335000000,3.96598217177,3.8351359992,0.0
54535000000,4.01820642084,3.88736024827,0.0
54835000000,4.06576862861,3.93492245604,0.0
55035000000,4.12419620042,3.99335002785,0.0
55335000000,4.21382462756,4.08297845499,0.0
55535000000,4.25231295101,4.12146677844,0.0
55835000000,4.24925723355,4.11841106098,0.0
56035000000,4.23128727214,4.10044109957,0.0
56335000000,4.22504075167,4.0941945791,0.0
56535000000,4.16691652324,4.03607035067,0.0
56835000000,4.1082919754,3.97744580283,0.0
57035000000,4.05321933838,3.9223731658,0.0
57335000000,3.92636739974,3.79552122717,0.0
57535000000,3.89587531846,3.76502914589,0.0
57835000000,3.84325771412,3.71241154155,0.0
58035000000,3.81988643629,3.68904026372,0.0
58335000000,3.74931978903,3.61847361646,0.0
58535000000,3.76883156687,3.6379853943,0.0
58835000000,3.68563460155,3.55478842898,0.0
59035000000,3.68774953615,3.55690336358,0.0
59335000000,3.5619680876,3.43112191503,0.0
59535000000,3.50495699965,3.37411082707,0.0
59835000000,3.44304910379,3.31220293121,0.0
60035000000,3.32855425551,3.19770808294,0.0
60335000000,3.35252932256,3.22168314999,0.0
60536000000,3.30910071137,3.1782545388,0.0
60835000000,3.22754291878,3.0966967462,0.0
61035000000,3.16939662121,3.03855044864,0.0
61335000000,3.11068047022,2.97983429765,0.0
61535000000,3.0854501056,2.95460393303,0.0
61835000000,3.05865772824,2.92781155567,0.0
62036000000,3.05819014304,2.92734397047,0.0
62335000000,3.03728949476,2.90644332219,0.0
62535000000,2.9499066344,2.81906046182,0.0
62836000000,2.86582469192,2.73497851935,0.0
63035000000,2.80400772265,2.67316155008,0.0
63335000000,2.79742565706,2.66657948449,0.0
63536000000,2.78921891709,2.65837274452,0.0
63835000000,2.73127443732,2.60042826475,0.0
64035000000,2.6682896259,2.53744345332,0.0
64335000000,2.66844010144,2.53759392887,0.0
64535000000,2.64907081383,2.51822464125,0.0
64835000000,2.59209439131,2.46124821874,0.0
65035000000,2.57565185793,2.44480568536,0.0
65335000000,2.53661606304,2.40576989046,0.0
65535000000,2.44126330875,2.31041713618,0.0
65835000000,2.35341837666,2.22257220408,0.0
66035000000,2.35574913349,2.22490296091,0.0
66335000000,2.30885116121,2.17800498864,0.0
66535000000,2.27899001791,2.14814384534,0.0
66835000000,2.26483312087,2.1339869483,0.0
67035000000,2.20488496829,2.07403879571,0.0
67335000000,2.18717495203,2.05632877946,0.0
67535000000,2.17729956884,2.04645339627,0.0
67835000000,2.09832561027,1.96747943769,0.0
68035000000,2.00462457434,1.87377840177,0.0
68335000000,1.95311969148,1.82227351891,0.0
68535000000,1.95906866529,1.82822249272,0.0
68835000000,1.91320978152,1.78236360895,0.0
69035000000,1.92648778102,1.79564160845,0.0
69335000000,1.90684612175,1.77599994917,0.0
69535000000,1.83237214307,1.7015259705,0.0
69835000000,1.83071830951,1.69987213694,0.0
70035000000,1.77430779279,1.64346162022,0.0
70335000000,1.70640483318,1.57555866061,0.0
70535000000,1.68262573708,1.55177956451,0.0
70835000000,1.71720769832,1.58636152575,0.0
71035000000,1.6775322538,1.54668608123,0.0
71335000000,1.65554586691,1.52469969434,0.0
71536000000,1.56614297532,1.43529680275,0.0
71835000000,1.51325730734,1.38241113477,0.0
72036000000,1.42728078365,1.29643461107,0.0
72335000000,1.37865707826,1.24781090569,0.0
72535000000,1.33030488297,1.1994587104,0.0
72836000000,1.30910668969,1.17826051711,0.0
73035000000,1.25979468105,1.12894850848,0.0
73336000000,1.18284015966,1.05199398709,0.0
73535000000,1.12516669158,0.994320519007,0.0
73835000000,1.08436484121,0.953518668639,0.0
74035000000,1.0924849301,0.961638757525,0.0
74335000000,1.02255516622,0.89170899365,0.0
74536000000,0.945282813732,0.81443664116,0.0
74835000000,0.971954336199,0.841108163628,0.0
75034000000,0.966852982397,0.836006809826,0.0
75335000000,0.911165404915,0.780319232343,0.0
75535000000,0.844119506843,0.713273334272,0.0
75835000000,0.821529211543,0.690683038972,0.0
76035000000,0.77858106728,0.647734894709,0.0
76335000000,0.758639687745,0.627793515174,0.0
76535000000,0.694762848702,0.563916676131,0.0
76835000000,0.647911626688,0.517065454116,0.0
77035000000,0.601601188795,0.470755016224,0.0
77335000000,0.548204588383,0.417358415812,0.0
77535000000,0.509394380666,0.378548208095,0.0
77836000000,0.434917775415,0.304071602843,0.0
78035000000,0.428852843118,0.298006670547,0.0
78335000000,0.362358651656,0.231512479084,0.0
78536000000,0.360537162725,0.229690990154,0.0
78835000000,0.299313252838,0.168467080267,0.0
79035000000,0.250414672104,0.119568499533,0.0
79335000000,0.16697940034,0.0361332277685,0.0
79535000000,0.120682421889,-0.0101637506826,0.0
79835000000,0.0852911667795,-0.0455550057917,0.0
80035000000,0.0520983076189,-0.0787478649523,0.0
80335000000,-0.0706233619947,-0.201469534566,0.0
80536000000,-0.201843727405,-0.332689899976,0.0
80835000000,-0.395559794942,-0.526405967513,0.0
81036000000,-0.542703327207,-0.673549499778,0.0
81335000000,-0.741772872756,-0.872619045327,0.0
81535000000,-0.73726349526,-0.868109667831,0.0
81835000000,-0.720837188566,-0.851683361137,0.0
82035000000,-0.759104779684,-0.889950952256,0.0
82335000000,-0.761724841113,-0.892571013684,0.0
82535000000,-0.775767356288,-0.906613528859,0.0
82835000000,-0.763908713449,-0.89475488602,0.0
83035000000,-0.756932007061,-0.887778179632,0.0
83335000000,-0.753818082464,-0.884664255035,0.0
83535000000,-0.774434264561,-0.905280437132,0.0
83835000000,-0.762242827417,-0.893088999988,0.0
84035000000,-0.819230820895,-0.950076993466,0.0
84335000000,-0.786063853947,-0.916910026518,0.0
84536000000,-0.814996709632,-0.945842882203,0.0
84835000000,-0.793701729621,-0.924547902192,0.0
85035000000,-0.771884128846,-0.902730301417,0.0
85335000000,-0.734177930155,-0.865024102727,0.0
85535000000,-0.737229019879,-0.868075192451,0.0
85835000000,-0.707214144101,-0.838060316672,0.0
86035000000,-0.699996503646,-0.830842676217,0.0
86335000000,-0.705310819902,-0.836156992473,0.0
86535000000,-0.743909922343,-0.874756094915,0.0
86835000000,-0.756160515967,-0.887006688538,0.0
87035000000,-0.726336129796,-0.857182302367,0.0
87335000000,-0.740463271445,-0.871309444016,0.0
87536000000,-0.77741061536,-0.908256787932,0.0
87835000000,-0.796693072104,-0.927539244675,0.0
88035000000,-0.791629337886,-0.922475510457,0.0
88335000000,-0.774889732809,-0.90573590538,0.0
88535000000,-0.720587144855,-0.851433317427,0.0
88835000000,-0.785639133895,-0.916485306466,0.0
89035000000,-0.763439066904,-0.894285239475,0.0
89335000000,-0.794624778004,-0.925470950575,0.0
89535000000,-0.79450359355,-0.925349766121,0.0
89835000000,-0.84469598725,-0.975542159821,0.0
90035000000,-0.84899859753,-0.979844770101,0.0
90335000000,-0.789375323591,-0.920221496162,0.0
90535000000,-0.757789464482,-0.888635637053,0.0
90835000000,-0.784390726346,-0.915236898918,0.0
91035000000,-0.758058673675,-0.888904846246,0.0
91336000000,-0.762809563311,-0.893655735882,0.0
91535000000,-0.756723092468,-0.887569265039,0.0
91835000000,-0.757447728367,-0.888293900938,0.0
92036000000,-0.807389581837,-0.938235754408,0.0
92335000000,-0.772197185264,-0.903043357835,0.0
92535000000,-0.75927104653,-0.890117219101,0.0
92835000000,-0.80377058245,-0.934616755021,0.0
93035000000,-0.813237440464,-0.944083613035,0.0
93335000000,-0.780544170002,-0.911390342574,0.0
93535000000,-0.783961386431,-0.914807559003,0.0
93835000000,-0.775237907042,-0.906084079614,0.0
94035000000,-0.765028129816,-0.895874302387,0.0
94335000000,-0.771210861137,-0.902057033708,0.0
94535000000,-0.855681968772,-0.986528141343,0.0
94835000000,-0.886091467985,-1.01693764056,0.0
95035000000,-0.907968061736,-1.03881423431,0.0
95335000000,-0.878255704064,-1.00910187663,0.0
95535000000,-0.831008901896,-0.961855074468,0.0
95835000000,-0.885779940963,-1.01662611353,0.0
96035000000,-0.867763245777,-0.998609418348,0.0
96335000000,-0.854102858395,-0.984949030966,0.0
96535000000,-0.837209229881,-0.968055402452,0.0
96835000000,-0.830440531393,-0.961286703964,0.0
97035000000,-0.853343341224,-0.984189513795,0.0
97335000000,-0.914074601401,-1.04492077397,0.0
97535000000,-0.917057861217,-1.04790403379,0.0
97835000000,-0.94275542721,-1.07360159978,0.0
98036000000,-0.973048869635,-1.10389504221,0.0
98335000000,-0.977999056651,-1.10884522922,0.0
98535000000,-0.887424419688,-1.01827059226,0.0
98835000000,-0.903037273456,-1.03388344603,0.0
99035000000,-0.921971276919,-1.05281744949,0.0
99335000000,-0.931501637801,-1.06234781037,0.0
99535000000,-0.943589593146,-1.07443576572,0.0
99835000000,-0.937553072188,-1.06839924476,0.0
