%time,field.x,field.y,field.z
16502000000,1.39006215242,-0.136263907875,0.0
16802000000,1.43482927632,-0.0900891606865,0.0
17002000000,1.4561854552,-0.0676915694547,0.0
17302000000,1.46115460916,-0.0617862649388,0.0
17505000000,1.43293912435,-0.0886781690118,0.0
17802000000,1.45695174444,-0.0637283254824,0.0
18002000000,1.41633739571,-0.102852081252,0.0
18302000000,1.35567708241,-0.161209390296,0.0
18502000000,1.36822453208,-0.146597235726,0.0
18802000000,1.34827670935,-0.164263631076,0.0
19003000000,1.33883137059,-0.171361500505,0.0
19303000000,1.36474078198,-0.143512792389,0.0
19502000000,1.40411496633,-0.102768297257,0.0
19802000000,1.38387583519,-0.121409904708,0.0
